playername,elo
Sunmer,905.7993791718735
Relhia,902.8091529387387
Sovereign,902.5396629011971
tol2,901.6975406898184
Woodon,900.4799902305716
Voice,894.9736332839723
Jool,893.3024456711677
HowLa,893.2277761017396
Charley,891.6792742090124
Pepero,890.8798795696
EnHoa,885.694152220859
xiaotu,885.4025504609014
WSL,885.3230050868449
EL,882.9801787922796
2T,871.676140913627
Zin,869.6813550383882
Spot,869.368877626592
dresscode,837.6549344931246
Artifact,837.6538713244283
